target_id	length	eff_length	est_counts	tpm
NM_170829	2355	2078.82	0	0
NM_058607	2463	2186.82	32.5669	2.47936
NR_131363	2540	2263.82	16081.6	1182.67
NM_058608	2280	2003.82	291.415	24.2119
NR_049982	149	20.3892	83	677.728
NR_049983	150	20.6458	31	249.981
NM_058609	1143	866.821	128	24.5843
NM_001306358	183	26.4291	0	0
NR_049984	103	33	0	0
NM_058610	924	647.821	732	188.119
NM_058611	594	322.808	366.568	189.055
NM_001306357	519	252.64	0	0
NR_131364	224	39.2474	20.4322	86.6722
NM_001306359	2265	1988.82	13132.5	1099.33
NM_058612	2730	2453.82	10034.5	680.815
NM_058613	2727	2450.82	375.689	25.5208
NR_131365	664	390.604	18.3669	7.82846
NM_001306364	105	31.3056	0	0
NM_058616	411	157.128	3	3.17867
NM_058617	762	487.032	702	239.97
NR_101528	156	21.3931	3	23.3466
NM_058618	1035	758.821	9027	1980.53
NM_058619	777	501.834	661.261	219.377
NR_131366	744	469.224	75.7386	26.8729
NR_049985	57	28.5	149	870.399
NR_050967	21	5.66667	0	0
NR_101529	85	26.3636	242	1528.22
NM_170836	1203	926.821	32.2375	5.79086
NM_001306381	1293	1016.82	4837.41	792.037
NM_001306382	1296	1019.82	1004.63	164.005
NM_001306383	1290	1013.82	0	0
NM_170835	1299	1022.82	17790.4	2895.77
NR_131367	2599	2322.82	3626.47	259.923
NR_131368	1485	1208.82	4121.35	567.616
NR_131369	1288	1011.82	241.913	39.8045
NM_001306378	900	624.015	5.18108	1.3823
NM_001306379	903	627.015	1344.78	357.068
NM_001306380	897	621.015	0	0
NM_182057	906	630.015	1.59988	0.422778
NM_001306461	2163	1886.82	0	0
NM_058621	2379	2102.82	11125	880.795
NR_049987	147	20.3672	68	555.847
NR_049988	146	20.0867	32	265.228
NR_049989	131	21.5069	38.0695	294.697
NR_049990	128	22.0328	33.9305	256.388
NM_001306462	513	247.255	4303.56	2897.74
NM_058622	921	645.015	19639.4	5069.16
NR_003382	123	23.7778	149	1043.26
NM_058623	291	69.8639	47	112.001
NM_058624	1083	806.821	136	28.0633
NM_058625	1044	767.821	740	160.453
NM_058626	1284	1007.82	59.0064	9.74748
NR_049992	222	38.327	0	0
NR_049993	150	20.6458	0	0
NR_049994	196	29.1915	14	79.8451
NM_058627	1671	1394.82	173.972	20.7653
NM_001026642	1677	1400.82	3788.03	450.202
NR_131370	1497	1220.82	0	0
NM_001306438	1473	1196.82	0	0
NM_001306448	366	120.463	105.776	146.188
NM_058629	717	442.636	504.224	189.651
NM_001306442	183	26.4291	122.167	769.569
NM_001306441	654	381.03	55.8813	24.4166
NR_131371	1294	1017.82	3.59713e-07	5.88385e-08
NR_131372	1444	1167.82	1.70316e-06	2.42805e-07
NM_001306439	1356	1079.82	367.156	56.6077
NM_001306440	1506	1229.82	1603.04	217.01
NM_058630	1605	1328.82	126.755	15.8809
NM_058631	234	43.4286	1123	4305.08
NM_058632	552	283.304	3916	2301.27
NM_058633	966	689.821	770	185.837
NM_001306437	129	22	0	0
NM_001306443	726	451.456	0	0
NR_131374	1418	1141.82	0	0
NR_131373	1529	1252.82	0	0
NM_058634	1629	1352.82	2189.45	269.446
NR_049995	139	21.3146	63	492.086
NR_049996	293	70.8774	90	211.403
NR_049997	146	20.0867	39.5488	327.795
NR_049998	166	23.596	106	747.9
NR_050958	21	5.66667	0	0
NM_058635	1899	1622.82	634	65.0423
NR_049999	108	31.05	8	42.8949
NM_001129081	939	662.821	0	0
NM_058636	948	671.821	652	161.574
NR_131375	445	186.165	22.6123	20.222
NR_131376	432	174.792	6.38769	6.08412
NM_001026640	1635	1358.82	571.946	70.0761
NM_001306447	423	167.208	20.6887	20.5993
NM_001306445	3480	3203.82	91.1404	4.73609
NM_001306446	3498	3221.82	8.12568	0.41989
NM_001306444	4446	4169.82	1540.22	61.4954
NM_170837	4428	4151.82	9717.88	389.682
NM_058638	420	164.586	534	540.165
NM_182045	288	68.3701	0.000211786	0.000515712
NM_058640	579	308.447	142.524	76.9277
NM_058639	663	389.643	3044.48	1300.84
NR_131476_2	147	20.3672	7	57.2196
NM_058642	2184	1907.82	14	1.22171
NM_058643	960	683.821	8	1.94771
NM_001306456	438	179.844	2	1.85144
NM_058645	1077	800.821	24	4.98945
NM_058646	1293	1016.82	1796	294.062
NM_058647	531	263.688	12	7.5765
NR_131377	1232	955.821	114.436	19.9325
NM_001262314	921	645.015	0	0
NM_001262313	1095	818.821	203.564	41.3894
NM_001262315	4938	4661.82	2546.97	90.9588
NM_001262316	4863	4586.82	8218.59	298.306
NM_001306453	4929	4652.82	5914.44	211.629
NM_001306454	4428	4151.82	3.40815e-06	1.36665e-07
NM_001306455	4362	4085.82	3.5447e-06	1.44437e-07
NM_058650	804	528.68	18	5.66835
NM_001047230	714	439.813	6	2.27123
NM_058651	393	142.18	15	17.5642
NR_101530	100	30	144	799.132
NM_058652	1317	1040.82	3178	508.341
NR_101531	191	27.6374	68	409.627
NR_050001	149	20.3892	12	97.9847
NR_050002	370	123.459	78	105.184
NR_050003	150	20.6458	0	0
NM_058653	207	32.0425	113	587.122
NR_050004	138	21.0049	36	285.338
NR_050005	139	21.3146	21	164.029
NR_050006	217	36.0792	24.5414	113.245
NR_050007	148	20.4387	37.4586	305.123
NR_050008	67	32.3	15	77.3154
NR_050009	67	32.3	15	77.3154
NM_001306451	1191	914.821	83.2182	15.1446
NM_001306452	1152	875.821	13.228	2.51452
NR_131378	1374	1097.82	74.5038	11.2986
NR_131379	1234	957.821	39.0501	6.78757
NM_058655	639	366.443	1417	643.784
NM_182056	126	21.4912	0	0
NM_058656	1200	923.821	875.994	157.867
NR_050010	148	20.4387	2	16.2912
NM_001026504	255	53.3791	405	1263.17
NM_058657	591	320.035	236.158	122.852
NM_058658	570	300.124	2960	1641.98
NM_058659	870	594.137	631	176.815
NM_058661	468	206.291	0	0
NR_002353	501	235.879	137.008	96.7015
NR_002354	513	247.255	457.025	307.731
NM_058660	651	378.03	135378	59621
NR_050012	218	36.4536	6	27.4024
NR_050013	146	20.0867	23	190.632
NM_058662	945	668.821	12558	3125.99
NM_058663	999	722.821	263	60.5762
NM_058664	555	286.014	703	409.209
NM_058665	1278	1001.82	5865	974.664
NM_058666	855	579.137	388	111.539
NR_050014	110	30.814	18	97.2528
NR_101532	123	23.7778	43	301.075
NM_058667	816	540.413	342	105.36
NM_058668	3699	3422.82	14881	723.811
NM_058669	645	372.369	694	310.287
NM_058670	1674	1397.82	414	49.3089
NM_058671	2838	2561.82	2273	147.716
NM_058673	1536	1259.82	856	113.121
NR_050015	105	31.3056	4	21.2724
NM_058674	1299	1022.82	1134	184.582
NM_058675	774	498.834	4088	1364.37
NM_001129079	396	144.685	18.4195	21.1949
NM_058676	414	159.592	650.581	678.684
NM_001026635	2385	2108.82	3749.96	296.049
NR_003395	136	21.8222	68	518.784
NM_001026636	1434	1157.82	137.045	19.706
NM_001129080	255	53.3791	66	205.85
NM_001026638	3024	2747.82	8796	532.934
NR_050016	125	23.1287	15	107.973
NR_050017	125	23.1287	15	107.973
NR_050018	82	25.85	6	38.6427
NR_050019	54	25.5	4.5	29.3798
NR_050020	54	25.5	4.5	29.3798
NM_001083156	348	106.066	153	240.154
NM_058681	735	460.411	182	65.8117
NM_058682	2241	1964.82	2368	200.648
NR_070194	39	19.2	0	0
NM_058683	1485	1208.82	1187	163.48
NM_058684	366	120.463	2893	3998.28
NM_058685	564	294.366	749	423.615
NM_058686	1164	887.821	5219	978.676
NR_050021	126	21.4912	109	844.388
NM_058687	858	582.137	1618	462.733
NM_058688	273	62.1879	346	926.29
NM_058689	1095	818.821	68574	13942.7
NM_058690	915	639.015	3045	793.328
NM_058691	552	283.304	1459	857.393
NM_058692	594	322.808	1021	526.573
NM_058693	576	305.665	419	228.216
NM_058694	2016	1739.82	2560	244.97
NM_058695	1260	983.821	584	98.8266
NM_001262367	2739	2462.82	57.4862	3.88605
NM_001262368	2721	2444.82	1496.51	101.909
NM_058698	459	198.312	1510	1267.66
NM_170839	1905	1628.82	0.00985078	0.00100687
NM_170840	2037	1760.82	7425.16	702.049
NM_171834	1935	1658.82	2331.83	234.031
NM_001026399	1521	1244.82	39061.9	5224.24
NM_001026400	795	519.732	27.0905	8.67791
NR_050022	89	30.3636	125	685.383
NR_050023	73	35.1818	7	33.1251
NR_050024	73	35.1818	7	33.1251
NM_001025871	1110	833.821	3141.25	627.2
NM_001025872	1035	758.821	73.7526	16.1813
NR_101533	188	27.3541	111	675.58
NM_001262377	312	79.7817	85	177.375
NM_058703	477	214.412	4058	3150.94
NR_101534	2969	2692.82	1316	81.3627
NM_001262379	324	87.8797	31	58.7287
NM_058705	852	576.137	121	34.9652
NM_001129021	603	331.412	1924	966.527
NM_182072	522	255.405	3640	2372.74
NM_058707	1722	1445.82	2484	286.032
NM_058708	1332	1055.82	326	51.4049
NM_058709	498	233.292	505	360.387
NM_058710	1125	848.821	13	2.54979
NR_101535	212	34.2697	3645	17707.8
NM_001026622	1983	1706.82	25237.5	2461.7
NM_058711	1935	1658.82	3068.92	308.009
NM_058712	1926	1649.82	8083.61	815.728
NM_058713	585	314.196	1318	698.38
NM_058714	1524	1247.82	2098	279.918
NM_058715	543	274.674	1034	626.73
NM_058716	894	618.015	2461	662.963
NM_058717	4341	4064.82	7123	291.742
NM_058719	1644	1367.82	383	46.6172
NM_058720	498	233.292	7	4.99547
NM_058721	498	233.292	1914	1365.9
NM_001026621	1860	1583.82	268.904	28.2663
NM_001026620	1218	941.821	105.096	18.5778
NM_058724	978	701.821	1476	350.136
NM_001047242	2055	1778.82	515	48.2005
NM_058726	855	579.137	977	280.86
NM_058727	2364	2087.82	3338	266.177
NM_058728	1284	1007.82	8656	1429.92
NR_050026	150	20.6458	224	1806.31
NR_050027	212	34.2697	85.0916	413.383
NR_050028	285	67.2679	24.9084	61.6475
NR_050029	139	21.3146	35	273.381
NR_101536	88	29.3636	45	255.141
NR_050754	73	35.1818	0	0
NR_050755	73	35.1818	0	0
NM_058730	1434	1157.82	89	12.7975
NR_050034	150	20.6458	4	32.2556
NR_050035	142	20.5058	0	0
NM_001047238	768	492.983	0	0
NM_058731	957	680.821	1729.07	422.82
NM_058732	888	612.015	26.9337	7.32674
NM_058733	1464	1187.82	7617	1067.6
NM_001129055	1680	1403.82	999.968	118.591
NM_058736	1224	947.821	222.032	39.0001
NM_058737	2472	2195.82	108	8.18849
NR_002350	390	139.669	101	120.393
NM_058738	330	92.3773	1269	2287.04
NM_058739	387	137.228	62	75.2188
NM_058740	1890	1613.82	11245	1160.06
NM_058741	324	87.8797	643	1218.15
NM_058742	1656	1379.82	6574	793.202
NM_182078	252	51.938	4.32064	13.8497
NM_058744	465	203.699	239.679	195.892
NM_170842	2526	2249.82	8505.66	629.415
NM_171835	2532	2255.82	1243.34	91.7619
NM_058746	3684	3407.82	5722	279.543
NM_001262424	399	147.263	159	179.755
NM_001037893	1374	1097.82	70.8769	10.7486
NM_058749	669	395.525	126	53.0363
NM_058750	1368	1091.82	582	88.7459
NM_058751	711	436.813	285	108.624
NM_001037895	2532	2255.82	0	0
NM_001262429	2247	1970.82	156.058	13.1831
NM_001262432	2616	2339.82	4213.08	299.774
NM_001037894	5847	5570.82	20113	601.083
NM_001262433	5247	4970.82	8642.86	289.472
NR_050037	150	20.6458	85	685.431
NR_050041	133	21.4277	33	256.399
NM_001026366	1107	830.821	1707.8	342.221
NR_101537	1121	844.821	438.201	86.3547
NR_101538	100	30	33	183.134
NM_001026364	609	337.076	1549.09	765.113
NM_001026365	462	201.04	178.199	147.571
NM_001262437	312	79.7817	549.569	1146.82
NM_001047209	126	21.4912	86.1435	667.326
NM_058758	1107	830.821	466	93.3803
NM_058759	3789	3512.82	2421	114.74
NM_058760	1926	1649.82	548	55.2994
NM_058761	1407	1130.82	1300	191.393
NM_058762	3561	3284.82	1520	77.0387
NM_058763	1407	1130.82	927	136.478
NM_058764	2349	2072.82	5098	409.463
NR_101539	119	26.3188	311	1967.3
NM_001026590	837	561.194	388	115.106
NM_058766	693	419.156	623	247.451
NM_058767	1149	872.821	521	99.3778
NM_058769	5211	4934.82	1398	47.1642
NR_051949	23	7.66667	0	0
NM_001026599	1206	929.821	2489.53	445.754
NM_001026598	1233	956.821	3324.47	578.453
NR_101540	105	31.3056	17	90.4075
NM_058771	843	567.137	5455	1601.34
NM_058772	2304	2027.82	1899	155.909
NM_001026591	1521	1244.82	2782.02	372.075
NM_001129067	1509	1232.82	156.514	21.1364
NM_001026595	257	54.4479	239	730.792
NR_101541	212	34.2697	56	272.054
NM_001026592	1431	1154.82	1454.46	209.684
NM_058774	1857	1580.82	9240	973.12
NM_182006	1725	1448.82	0	0
NM_058775	2250	1973.82	2388.9	201.496
NM_058776	1020	743.821	1152.79	258.023
NM_170843	1041	764.821	82.3104	17.9173
NM_058777	1884	1607.82	2277	235.777
NM_001026593	768	492.983	1570.43	530.352
NR_101642	117	27.1613	25	153.238
NR_050042	52	23.5	1.16667	8.26525
NR_050692	52	23.5	1.16667	8.26525
NR_060736	52	23.5	1.16667	8.26525
NM_001026594	765	489.983	2245.57	762.996
NM_001129069	339	99.0712	50	84.0233
NM_058781	4734	4457.82	18008	672.543
NM_170844	7383	7106.82	26488	620.513
NM_058782	627	354.553	33	15.4957
NM_001026596	639	366.443	38	17.2645
NM_058783	528	260.903	52	33.1819
NM_001129068	411	157.128	0	0
NM_058784	1323	1046.82	140	22.2655
NM_058785	1389	1112.82	109	16.3072
NM_058786	1446	1169.82	331	47.107
NM_058787	591	320.035	30	15.6063
NM_001026597	741	466.364	267	95.3154
NM_058788	960	683.821	4875	1186.89
NM_001026473	2247	1970.82	1087.38	91.8564
NM_001026474	378	129.962	121.624	155.804
NM_058790	528	260.903	487	310.762
NM_058791	1062	785.821	123	26.059
NM_058792	1581	1304.82	8520	1087.09
NM_058793	1257	980.821	103	17.4833
NM_058794	1269	992.821	42	7.04296
NM_058795	2145	1868.82	1141	101.647
NM_058796	1950	1673.82	4945	491.852
NM_058797	513	247.255	9685	6521.25
NM_058798	636	363.517	9298	4258.36
NM_058799	2361	2084.82	3398	271.351
NM_058800	1674	1397.82	103	12.2677
NM_058801	2550	2273.82	691	50.594
NR_050044	21	5.66667	0	0
NM_058802	834	558.194	322	96.0391
NR_101542	465	203.699	216	176.539
NM_058803	1179	902.821	605	111.566
NR_131380	71	33.1818	17	85.2954
NM_058804	582	311.259	188	100.557
NM_058805	3939	3662.82	44731	2033.15
NM_058806	3468	3191.82	1201	62.6443
NM_058807	990	713.821	155	36.1509
NM_182024	2091	1814.82	4882.4	447.895
NM_058808	2283	2006.82	10714.6	888.882
NM_058809	750	475.176	185	64.8177
NR_050045	21	5.66667	0	0
NM_001047249	768	492.983	8.18391	2.76379
NM_001047250	621	348.766	10.8161	5.16314
NR_050046	144	19.3808	0	0
NM_058811	1158	881.821	6273	1184.33
NM_058812	1227	950.821	7379	1292.04
NM_058813	2472	2195.82	769	58.3051
NM_001262507	129	22	30	227.026
NM_170846	942	665.821	276.567	69.1544
NM_170845	1386	1109.82	570.433	85.5714
NM_058815	1293	1016.82	2354	385.424
NM_058816	900	624.015	673	179.555
NM_058817	183	26.4291	15	94.4899
NM_058818	543	274.674	3638	2205.07
NM_001025846	624	351.695	148079	70097.8
NM_001025847	267	59.0908	12.0887	34.0593
NM_058820	2802	2525.82	821	54.115
NM_058821	807	531.627	548	171.613
NM_058822	465	203.699	39	31.8751
NM_001025844	1404	1127.82	1955.45	288.658
NM_058829	597	325.644	31.1112	15.9057
NM_001025843	1641	1364.82	1350.93	164.792
NM_001025845	1647	1370.82	271.888	33.0207
NM_058826	1761	1484.82	1055.96	118.4
NM_058827	1974	1697.82	4853.42	475.919
NM_058828	1605	1328.82	14.2304	1.78291
NM_058830	6177	5900.82	35667	1006.31
NM_058831	2418	2141.82	2285	177.615
NR_000052	323	87.1364	32	61.1403
NM_058832	645	372.369	28752	12855
NM_058833	402	149.802	2177	2419.46
NM_001026317	384	134.703	159	196.516
NR_000060	468	206.291	92	74.2479
NM_170848	790	514.732	0	0
NM_170847	1434	1157.82	24837	3571.37
NM_058835	726	451.456	3412	1258.26
NM_058836	918	642.015	94	24.3758
NM_058837	1038	761.821	155.373	33.9547
NM_058838	1029	752.821	2579.63	570.482
NM_058840	246	49.1458	9577	32442.9
NM_058841	1104	827.821	769	154.656
NM_001129039	618	345.801	3126.69	1505.35
NM_058842	651	378.03	716.309	315.465
NM_058843	2601	2324.82	1016	72.7581
NM_058844	1254	977.821	6282	1069.59
NM_058845	696	422.156	476	187.72
NR_101543	533	265.39	12	7.5279
NM_058846	927	650.821	312	79.8123
NM_058847	1260	983.821	2238	378.722
NM_001026435	447	187.926	195	172.752
NM_058849	2568	2291.82	4546	330.237
NM_058850	3090	2813.82	2447	144.782
NM_058851	258	54.9582	335	1014.82
NM_058852	258	54.9582	39	118.143
NM_058853	558	288.839	1646	948.749
NM_058854	1728	1451.82	68	7.79781
NR_050047	21	5.66667	0	0
NM_058855	1107	830.821	88.0851	17.6511
NM_058857	795	519.732	82.732	26.5015
NM_058856	903	627.015	140.268	37.2441
NM_058858	426	169.808	989	969.651
NM_058859	1440	1163.82	2731	390.672
NM_058860	609	337.076	2746	1356.28
NM_058861	717	442.636	314	118.103
NM_001129048	459	198.312	19	15.9507
NM_058862	1002	725.821	385	88.3096
NR_002609	328	90.9065	10	18.314
NM_058864	984	707.821	112	26.3434
NM_058865	2385	2108.82	4043	319.184
NM_058866	885	609.076	1566	428.053
NM_058867	624	351.695	21	9.941
NM_058868	2262	1985.82	516.372	43.2912
NM_058869	14577	14300.8	90345	1051.77
NR_101544	63	28.3	34	200.018
NM_058871	846	570.137	0	0
NM_058872	759	484.08	4	1.37569
NM_058873	471	208.944	4.40685	3.51137
NM_058874	939	662.821	0	0
NM_058877	1092	815.821	2	0.408143
NM_058876	393	142.18	3.85396e-05	4.51279e-05
NM_058875	1125	848.821	5.99992	1.17681
NM_058876_1	393	142.18	3.85396e-05	4.51279e-05
NM_058877_1	1092	815.821	2	0.408143
NM_058874_1	939	662.821	0	0
NM_058873_1	471	208.944	4.40685	3.51137
NM_001026256	573	302.819	86.5878	47.6048
NM_001026255	813	537.413	524.599	162.516
NM_058879	402	149.802	6	6.66825
NM_058880	2907	2630.82	16045	1015.37
NM_058881	429	172.016	5136	4970.88
NM_058882	666	392.604	598	253.585
NM_001262583	2772	2495.82	346.149	23.0901
NM_001026327	2787	2510.82	1.85114	0.122744
NM_001026325	7467	7190.82	0	0
NM_001026328	1659	1382.82	0	0
NM_001026329	1902	1625.82	0	0
NM_001026330	1941	1664.82	0	0
NM_001262584	1917	1640.82	0	0
NM_001262588	6423	6146.82	0	0
NM_058887	267	59.0908	0	0
NM_001026326	4915	4638.82	0	0
NR_101545	83	26.85	0	0
NR_050048	21	5.66667	0	0
NM_001025813	19899	19622.8	0	0
NM_001025817	17979	17702.8	0	0
NM_001025819	21369	21092.8	0	0
NM_001025814	24246	23969.8	0	0
NM_001025818	22326	22049.8	0	0
NR_050049	61	29.2222	0	0
NR_050050	61	29.2222	0	0
NR_050051	21	5.66667	0	0
NM_001306223	975	698.821	0	0
NR_101546	121	24.8987	0	0
NM_001306525	4191	3914.82	0	0
NM_001306524	4182	3905.82	0	0
NM_058892	1992	1715.82	0	0
NM_058894	1908	1631.82	0	0
NM_058895	1827	1550.82	0	0
NM_058896	1020	743.821	0	0
NM_058897	945	668.821	0	0
NM_058898	330	92.3773	0	0
NM_001025910	1047	770.821	0	0
NM_001025911	510	244.407	0	0
NM_058900	1515	1238.82	0	0
NM_058901	2139	1862.82	0	0
NM_182055	1590	1313.82	0	0
NM_058902	750	475.176	0	0
NM_058903	657	383.915	0	0
NR_101547	126	21.4912	0	0
NR_023941	127	22.1207	0	0
NM_001128967	873	597.137	0	0
NM_058904	831	555.194	0	0
NM_058905	1104	827.821	0	0
NM_001128968	1098	821.821	0	0
NM_058906	441	182.42	0	0
NM_058907	225	39.6683	0	0
NM_058908	225	39.6683	0	0
NM_058909	225	39.6683	0	0
NM_058910	249	50.7026	0	0
NM_058911	726	451.456	0	0
NM_058912	1149	872.821	0	0
NM_058913	1119	842.821	0	0
NM_001026421	801	525.68	0	0
NM_058914	1089	812.821	0	0
NR_131689	20	4.66667	0	0
NM_058915	2262	1985.82	2.62785	0.220311
NR_050052	103	33	0	0
NR_002608	109	32.05	0	0
NM_058916	684	410.323	0	0
NM_058917	489	225.221	0	0
NM_058918	1089	812.821	0	0
NR_003385	68	33.3	0	0
NM_058919	621	348.766	0	0
NM_058920	2409	2132.82	0	0
NM_058921	1824	1547.82	0	0
NM_170849	2742	2465.82	0	0
NM_170850	165	23.3889	0	0
NM_058922	2664	2387.82	0	0
NM_001136282	2094	1817.82	0	0
NM_058923	1374	1097.82	0	0
NR_131381	1324	1047.82	0	0
NM_001306365	882	606.137	0	0
NM_058924	996	719.821	0	0
NM_058925	453	193.118	0	0
NM_058926	2682	2405.82	0	0
NM_058927	1077	800.821	0	0
NM_058928	1350	1073.82	0	0
NR_050053	125	23.1287	0	0
NM_058929	1008	731.821	0	0
NM_001128950	909	633.015	0	0
NM_058930	897	621.015	0	0
NM_058933	273	62.1879	0	0
NM_058931	2166	1889.82	0	0
NM_058932	1686	1409.82	0	0
NM_171836	1977	1700.82	0	0
NM_001025870	1584	1307.82	0	0
NM_058934	1107	830.821	3.91489	0.784494
NM_058935	888	612.015	0	0
NM_058936	1893	1616.82	0	0
NM_058937	1320	1043.82	0	0
NM_058938	1971	1694.82	0	0
NM_001047177	555	286.014	0	0
NM_001047178	504	238.756	0	0
NM_058939	4815	4538.82	0	0
NM_182042	4773	4496.82	0	0
NM_058940	1338	1061.82	0	0
NM_181997	552	283.304	0	0
NM_058941	543	274.674	0	0
NM_058942	1557	1280.82	0	0
NM_058943	1743	1466.82	0	0
NM_058944	270	60.6418	0	0
NM_058945	218	36.4536	0	0
NM_058946	1278	1001.82	0	0
NR_101548	449	189.626	0	0
NM_058947	864	588.137	0	0
NM_182054	939	662.821	0	0
NM_058948	1206	929.821	0	0
NM_058949	1185	908.821	0	0
NR_050054	73	35.1818	0	0
NM_058952	25638	25361.8	0	0
NR_050055	150	20.6458	0	0
NR_050056	128	22.0328	0	0
NR_050057	124	23.5263	0	0
NR_050058	136	21.8222	0	0
NR_050060_4	150	20.6458	0	0
NR_050062_4	150	20.6458	0	0
NR_050064_3	150	20.6458	0	0
NR_050066_3	150	20.6458	0	0
NR_050068_3	150	20.6458	0	0
NR_050059_2	150	20.6458	0	0
NR_050061_3	150	20.6458	0	0
NR_050063_2	150	20.6458	0	0
NR_050065_3	150	20.6458	0	0
NR_050067_3	150	20.6458	0	0
NR_050060_3	150	20.6458	0	0
NR_050062_3	150	20.6458	0	0
NR_050064_2	150	20.6458	0	0
NR_050066_2	150	20.6458	0	0
NR_050068_2	150	20.6458	0	0
NR_050059_1	150	20.6458	0	0
NR_050061_2	150	20.6458	0	0
NR_050063_4	150	20.6458	0	0
NR_050065_4	150	20.6458	0	0
NR_050067_4	150	20.6458	0	0
NR_050060_5	150	20.6458	0	0
NR_050062_5	150	20.6458	0	0
NR_050064_4	150	20.6458	0	0
NR_050066_4	150	20.6458	0	0
NR_050068_4	150	20.6458	0	0
NR_050059_3	150	20.6458	0	0
NR_050061_4	150	20.6458	0	0
NR_050063_3	150	20.6458	0	0
NR_050065	150	20.6458	0	0
NR_050067	150	20.6458	0	0
NR_050060	150	20.6458	0	0
NR_050062	150	20.6458	0	0
NR_050064	150	20.6458	0	0
NR_050066	150	20.6458	0	0
NR_050068	150	20.6458	0	0
NR_050059	150	20.6458	0	0
NR_050061	150	20.6458	0	0
NR_050063	150	20.6458	0	0
NR_050065_1	150	20.6458	0	0
NR_050067_1	150	20.6458	0	0
NR_050060_1	150	20.6458	0	0
NR_050062_1	150	20.6458	0	0
NR_050064_1	150	20.6458	0	0
NR_050066_1	150	20.6458	0	0
NR_050068_1	150	20.6458	0	0
NR_050059_4	150	20.6458	0	0
NR_050061_1	150	20.6458	0	0
NR_050063_1	150	20.6458	0	0
NR_050065_2	150	20.6458	0	0
NR_050067_2	150	20.6458	0	0
NR_050060_2	150	20.6458	0	0
NR_050062_2	150	20.6458	0	0
NR_050064_5	150	20.6458	0	0
NR_050066_5	150	20.6458	0	0
NR_050068_5	150	20.6458	0	0
NM_058953	1656	1379.82	0	0
NM_058954	465	203.699	0	0
NM_058955	1179	902.821	0	0
NM_058956	1356	1079.82	0	0
NM_058957	702	427.985	0	0
NM_058958	531	263.688	0	0
NM_058959	2598	2321.82	0	0
NM_058960	1344	1067.82	0	0
NM_058961	2238	1961.82	0	0
NM_058962	13707	13430.8	0	0
NM_058963	1041	764.821	0	0
NR_050069	190	27.5676	0	0
NR_050070	134	21.4012	0	0
NM_058966	2670	2393.82	0	0
NR_050071	86	27.3636	0	0
NM_058965	561	291.485	0	0
NM_001262684	504	238.756	0	0
NM_001136286	1599	1322.82	0	0
NM_001306459	2766	2489.82	0	0
NM_001306460	2760	2483.82	0	0
NM_058967	1467	1190.82	0	0
NM_058969	1098	821.821	0	0
NM_058970	927	650.821	0	0
NM_058971	588	317.132	0	0
NM_058972	717	442.636	0	0
NM_058973	1878	1601.82	0	0
NM_001262695	963	686.821	0	0
NM_001262694	1014	737.821	0	0
NM_001262693	1041	764.821	0	0
NM_001262696	993	716.821	0	0
NM_058975	2559	2282.82	0	0
NM_001306527	1083	806.821	0	0
NM_001262698	576	305.665	0	0
NR_101549	287	68.0869	0	0
NR_050072	21	5.66667	0	0
NM_001262699	3717	3440.82	0	0
NM_001026429	3831	3554.82	0	0
NR_101550	80	25.1053	0	0
NR_050073	161	22.0577	0	0
NM_058978	3654	3377.82	0	0
NR_050074	142	20.5058	0	0
NM_058979	1914	1637.82	0	0
NM_058980	867	591.137	0	0
NM_058981	2229	1952.82	0	0
NM_058982	243	47.8066	0	0
NM_001047234	501	235.879	0	0
NM_058983	2562	2285.82	0	0
NM_182079	2298	2021.82	0	0
NM_058984	852	576.137	0	0
NR_101551	138	21.0049	0	0
NM_058985	1353	1076.82	0	0
NM_001026549	240	46.3079	0	0
NM_058987	822	546.358	0	0
NM_058988	927	650.821	0	0
NM_001136326	522	255.405	0	0
NM_058989	3555	3278.82	0	0
NM_058990	834	558.194	0	0
NM_001083131	744	469.224	0	0
NM_001083130	429	172.016	0	0
NM_058992	714	439.813	0	0
NM_058993	783	507.732	0	0
NR_061569	185	26.766	1	6.22005
NM_058994	795	519.732	0	0
NM_001025899	249	50.7026	0	0
NM_058995	507	241.608	0	0
NM_001025900	1434	1157.82	0	0
NM_001025901	1209	932.821	0	0
NM_058997	450	190.565	0	0
NR_050075	21	5.66667	0	0
NR_050076	146	20.0867	0	0
NR_062472	20	4.66667	0	0
NM_058998	480	217.186	1	0.766557
NR_003379	161	22.0577	0	0
NR_002333	110	30.814	0	0
NM_001025898	252	51.938	0	0
NM_001025897	1200	923.821	0	0
NM_001025896	762	487.032	0	0
NM_001083132	300	73.5101	0	0
NM_059001	483	219.777	0	0
NM_059002	2967	2690.82	0	0
NM_059003	756	481.08	0	0
NR_052320	124	23.5263	0	0
NM_059004	780	504.783	0	0
NM_059005	1617	1340.82	0	0
NM_059007	2445	2168.82	0	0
NM_170851	8133	7856.82	0	0
NM_059006	12642	12365.8	0	0
NM_059010	1191	914.821	0	0
NR_050078	21	5.66667	0	0
NM_059011	261	56.3555	0	0
NM_059012	1260	983.821	0	0
NR_050079	138	21.0049	0	0
NM_059013	978	701.821	0	0
NM_059014	477	214.412	0	0
NM_059015	1038	761.821	0	0
NR_003378	54	25.5	0	0
NM_059016	600	328.479	0	0
NM_059017	1290	1013.82	0	0
NM_001047162	414	159.592	0	0
